segment,segment_display,count,example_occurrences
освежить ,'освежить ',1,"[{""sentence_id"": 1682, ""text"": ""Выкладывание экскурсии в виртуальное пространство для всеобщего обозрения — это также отличный способ освежить в памяти экскурсию и поделиться своим полученными знаниями с будущими классами.""}]"
урсию ,'урсию ',1,"[{""sentence_id"": 1682, ""text"": ""Выкладывание экскурсии в виртуальное пространство для всеобщего обозрения — это также отличный способ освежить в памяти экскурсию и поделиться своим полученными знаниями с будущими классами.""}]"
классам,'классам',1,"[{""sentence_id"": 1682, ""text"": ""Выкладывание экскурсии в виртуальное пространство для всеобщего обозрения — это также отличный способ освежить в памяти экскурсию и поделиться своим полученными знаниями с будущими классами.""}]"
"ляется, ","'ляется, '",1,"[{""sentence_id"": 1683, ""text"": ""Например, ежегодно учащиеся школы Беннет в Северной Каролине создают сайт о своём посещении столицы штата, и каждый год этот сайт обновляется, но доступ к старым версиям по-прежнему сохраняется — они служат памятным альбомом.""}]"
служат ,'служат ',1,"[{""sentence_id"": 1683, ""text"": ""Например, ежегодно учащиеся школы Беннет в Северной Каролине создают сайт о своём посещении столицы штата, и каждый год этот сайт обновляется, но доступ к старым версиям по-прежнему сохраняется — они служат памятным альбомом.""}]"
альбомом.,'альбомом.',1,"[{""sentence_id"": 1683, ""text"": ""Например, ежегодно учащиеся школы Беннет в Северной Каролине создают сайт о своём посещении столицы штата, и каждый год этот сайт обновляется, но доступ к старым версиям по-прежнему сохраняется — они служат памятным альбомом.""}]"
ихся. ,'ихся. ',1,"[{""sentence_id"": 1684, ""text"": ""Блоги также могут улучшить навыки письма у учащихся. Хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию, это как правило меняется из-за присутствия аудитории.""}]"
шлив,'шлив',1,"[{""sentence_id"": 1684, ""text"": ""Блоги также могут улучшить навыки письма у учащихся. Хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию, это как правило меняется из-за присутствия аудитории.""}]"
и орфог,'и орфог',1,"[{""sentence_id"": 1684, ""text"": ""Блоги также могут улучшить навыки письма у учащихся. Хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию, это как правило меняется из-за присутствия аудитории.""}]"
"рафию, ","'рафию, '",1,"[{""sentence_id"": 1684, ""text"": ""Блоги также могут улучшить навыки письма у учащихся. Хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию, это как правило меняется из-за присутствия аудитории.""}]"
"""учен","'""учен'",1,"[{""sentence_id"": 1686, ""text"": ""Еще, ведя блог, \""ученики начинают лучше понимать окружающий мир\"". Ученики вдохновляются на то, чтобы быть умными и интересными, привлекая внимание читателей (Тото, 2004).""}]"
"мир"". ","'мир"". '",1,"[{""sentence_id"": 1686, ""text"": ""Еще, ведя блог, \""ученики начинают лучше понимать окружающий мир\"". Ученики вдохновляются на то, чтобы быть умными и интересными, привлекая внимание читателей (Тото, 2004).""}]"
умн,'умн',1,"[{""sentence_id"": 1686, ""text"": ""Еще, ведя блог, \""ученики начинают лучше понимать окружающий мир\"". Ученики вдохновляются на то, чтобы быть умными и интересными, привлекая внимание читателей (Тото, 2004).""}]"
читател,'читател',1,"[{""sentence_id"": 1686, ""text"": ""Еще, ведя блог, \""ученики начинают лучше понимать окружающий мир\"". Ученики вдохновляются на то, чтобы быть умными и интересными, привлекая внимание читателей (Тото, 2004).""}]"
(То,'(То',1,"[{""sentence_id"": 1686, ""text"": ""Еще, ведя блог, \""ученики начинают лучше понимать окружающий мир\"". Ученики вдохновляются на то, чтобы быть умными и интересными, привлекая внимание читателей (Тото, 2004).""}]"
2004).,'2004).',1,"[{""sentence_id"": 1686, ""text"": ""Еще, ведя блог, \""ученики начинают лучше понимать окружающий мир\"". Ученики вдохновляются на то, чтобы быть умными и интересными, привлекая внимание читателей (Тото, 2004).""}]"
улир,'улир',1,"[{""sentence_id"": 1687, ""text"": ""Блоггерство является инструментом, стимулирующим сотрудничество, и оно мотивирует учащихся распространить процесс приобретения знаний далеко за пределы традиционного учебного дня.""}]"
ежа,'ежа',1,"[{""sentence_id"": 1688, ""text"": ""Надлежащее использование блогов может дать учащимся возможность стать более аналитичными и критичными. Путём активного отклика на интернет-материалы учащиеся могут определять свою позицию в контексте чужих работ, а также излагать свои собственные взгляды на конкретные вопросы (Оравек, 2002).""}]"
и кри,'и кри',1,"[{""sentence_id"": 1688, ""text"": ""Надлежащее использование блогов может дать учащимся возможность стать более аналитичными и критичными. Путём активного отклика на интернет-материалы учащиеся могут определять свою позицию в контексте чужих работ, а также излагать свои собственные взгляды на конкретные вопросы (Оравек, 2002).""}]"
Путём ,'Путём ',1,"[{""sentence_id"": 1688, ""text"": ""Надлежащее использование блогов может дать учащимся возможность стать более аналитичными и критичными. Путём активного отклика на интернет-материалы учащиеся могут определять свою позицию в контексте чужих работ, а также излагать свои собственные взгляды на конкретные вопросы (Оравек, 2002).""}]"
лик,'лик',1,"[{""sentence_id"": 1688, ""text"": ""Надлежащее использование блогов может дать учащимся возможность стать более аналитичными и критичными. Путём активного отклика на интернет-материалы учащиеся могут определять свою позицию в контексте чужих работ, а также излагать свои собственные взгляды на конкретные вопросы (Оравек, 2002).""}]"
чужих ,'чужих ',1,"[{""sentence_id"": 1688, ""text"": ""Надлежащее использование блогов может дать учащимся возможность стать более аналитичными и критичными. Путём активного отклика на интернет-материалы учащиеся могут определять свою позицию в контексте чужих работ, а также излагать свои собственные взгляды на конкретные вопросы (Оравек, 2002).""}]"
излаг,'излаг',1,"[{""sentence_id"": 1688, ""text"": ""Надлежащее использование блогов может дать учащимся возможность стать более аналитичными и критичными. Путём активного отклика на интернет-материалы учащиеся могут определять свою позицию в контексте чужих работ, а также излагать свои собственные взгляды на конкретные вопросы (Оравек, 2002).""}]"
(Орав,'(Орав',1,"[{""sentence_id"": 1688, ""text"": ""Надлежащее использование блогов может дать учащимся возможность стать более аналитичными и критичными. Путём активного отклика на интернет-материалы учащиеся могут определять свою позицию в контексте чужих работ, а также излагать свои собственные взгляды на конкретные вопросы (Оравек, 2002).""}]"
2002).,'2002).',1,"[{""sentence_id"": 1688, ""text"": ""Надлежащее использование блогов может дать учащимся возможность стать более аналитичными и критичными. Путём активного отклика на интернет-материалы учащиеся могут определять свою позицию в контексте чужих работ, а также излагать свои собственные взгляды на конкретные вопросы (Оравек, 2002).""}]"
прел,'прел',1,"[{""sentence_id"": 1689, ""text"": ""Оттава — это прелестная двуязычная столица Канады с огромным количеством художественных галерей и музеев, открывающих прошлое и настоящее Канады.""}]"
двуязычн,'двуязычн',1,"[{""sentence_id"": 1689, ""text"": ""Оттава — это прелестная двуязычная столица Канады с огромным количеством художественных галерей и музеев, открывающих прошлое и настоящее Канады.""}]"
гале,'гале',1,"[{""sentence_id"": 1689, ""text"": ""Оттава — это прелестная двуязычная столица Канады с огромным количеством художественных галерей и музеев, открывающих прошлое и настоящее Канады.""}]"
и музеев,'и музеев',1,"[{""sentence_id"": 1689, ""text"": ""Оттава — это прелестная двуязычная столица Канады с огромным количеством художественных галерей и музеев, открывающих прошлое и настоящее Канады.""}]"
рывающ,'рывающ',1,"[{""sentence_id"": 1689, ""text"": ""Оттава — это прелестная двуязычная столица Канады с огромным количеством художественных галерей и музеев, открывающих прошлое и настоящее Канады.""}]"
ады.,'ады.',1,"[{""sentence_id"": 1689, ""text"": ""Оттава — это прелестная двуязычная столица Канады с огромным количеством художественных галерей и музеев, открывающих прошлое и настоящее Канады.""}]"
Ниаг,'Ниаг',1,"[{""sentence_id"": 1690, ""text"": ""Далее на юг расположен Ниагарский водопад, а север является вотчиной нетронутой природной красоты Мускоки и прилегающих областей.""}]"
а сев,'а сев',1,"[{""sentence_id"": 1690, ""text"": ""Далее на юг расположен Ниагарский водопад, а север является вотчиной нетронутой природной красоты Мускоки и прилегающих областей.""}]"
Муск,'Муск',1,"[{""sentence_id"": 1690, ""text"": ""Далее на юг расположен Ниагарский водопад, а север является вотчиной нетронутой природной красоты Мускоки и прилегающих областей.""}]"
егающ,'егающ',1,"[{""sentence_id"": 1690, ""text"": ""Далее на юг расположен Ниагарский водопад, а север является вотчиной нетронутой природной красоты Мускоки и прилегающих областей.""}]"
тарио ,'тарио ',1,"[{""sentence_id"": 1691, ""text"": ""Все это и многое другое делает Онтарио чем-то по-настоящему канадским в глазах иностранцев.""}]"
Удивител,'Удивител',1,"[{""sentence_id"": 1693, ""text"": ""Удивительное сравнение численности населения: в США больше афроамериканцев, чем граждан в Канаде.""}]"
ия: ,'ия: ',1,"[{""sentence_id"": 1693, ""text"": ""Удивительное сравнение численности населения: в США больше афроамериканцев, чем граждан в Канаде.""}]"
афроам,'афроам',1,"[{""sentence_id"": 1693, ""text"": ""Удивительное сравнение численности населения: в США больше афроамериканцев, чем граждан в Канаде.""}]"
аде.,'аде.',1,"[{""sentence_id"": 1693, ""text"": ""Удивительное сравнение численности населения: в США больше афроамериканцев, чем граждан в Канаде.""}]"
и  является ,'и  является ',1,"[{""sentence_id"": 1695, ""text"": ""Мадагаскар намного больше других и  является самобытным континентом в том, что касается дикой природы.""}]"
ас,'ас',1,"[{""sentence_id"": 1696, ""text"": ""Почти все более мелкие острова являются независимыми государствами или ассоциированы с Францией и известны как шикарные пляжные курорты.""}]"
ииров,'ииров',1,"[{""sentence_id"": 1696, ""text"": ""Почти все более мелкие острова являются независимыми государствами или ассоциированы с Францией и известны как шикарные пляжные курорты.""}]"
шик,'шик',1,"[{""sentence_id"": 1696, ""text"": ""Почти все более мелкие острова являются независимыми государствами или ассоциированы с Францией и известны как шикарные пляжные курорты.""}]"
"ислам, ","'ислам, '",1,"[{""sentence_id"": 1697, ""text"": ""Арабы также принесли в этот регион ислам, особенно он укоренился на Коморах и Майотте.""}]"
укорен,'укорен',1,"[{""sentence_id"": 1697, ""text"": ""Арабы также принесли в этот регион ислам, особенно он укоренился на Коморах и Майотте.""}]"
и Майо,'и Майо',1,"[{""sentence_id"": 1697, ""text"": ""Арабы также принесли в этот регион ислам, особенно он укоренился на Коморах и Майотте.""}]"
и кол,'и кол',1,"[{""sentence_id"": 1698, ""text"": ""Распространение европейского влияния и колонизация начались в XV веке, когда португальский исследователь Васко де Гама открыл путь через Мыс Доброй Надежды из Европы в Индию.""}]"
начали,'начали',1,"[{""sentence_id"": 1698, ""text"": ""Распространение европейского влияния и колонизация начались в XV веке, когда португальский исследователь Васко де Гама открыл путь через Мыс Доброй Надежды из Европы в Индию.""}]"
атель ,'атель ',1,"[{""sentence_id"": 1698, ""text"": ""Распространение европейского влияния и колонизация начались в XV веке, когда португальский исследователь Васко де Гама открыл путь через Мыс Доброй Надежды из Европы в Индию.""}]"
Васк,'Васк',1,"[{""sentence_id"": 1698, ""text"": ""Распространение европейского влияния и колонизация начались в XV веке, когда португальский исследователь Васко де Гама открыл путь через Мыс Доброй Надежды из Европы в Индию.""}]"
Гама ,'Гама ',1,"[{""sentence_id"": 1698, ""text"": ""Распространение европейского влияния и колонизация начались в XV веке, когда португальский исследователь Васко де Гама открыл путь через Мыс Доброй Надежды из Европы в Индию.""}]"
Мыс ,'Мыс ',1,"[{""sentence_id"": 1698, ""text"": ""Распространение европейского влияния и колонизация начались в XV веке, когда португальский исследователь Васко де Гама открыл путь через Мыс Доброй Надежды из Европы в Индию.""}]"
Доб,'Доб',1,"[{""sentence_id"": 1698, ""text"": ""Распространение европейского влияния и колонизация начались в XV веке, когда португальский исследователь Васко де Гама открыл путь через Мыс Доброй Надежды из Европы в Индию.""}]"
рой ,'рой ',1,"[{""sentence_id"": 1698, ""text"": ""Распространение европейского влияния и колонизация начались в XV веке, когда португальский исследователь Васко де Гама открыл путь через Мыс Доброй Надежды из Европы в Индию.""}]"
жд,'жд',1,"[{""sentence_id"": 1698, ""text"": ""Распространение европейского влияния и колонизация начались в XV веке, когда португальский исследователь Васко де Гама открыл путь через Мыс Доброй Надежды из Европы в Индию.""}]"
дию.,'дию.',1,"[{""sentence_id"": 1698, ""text"": ""Распространение европейского влияния и колонизация начались в XV веке, когда португальский исследователь Васко де Гама открыл путь через Мыс Доброй Надежды из Европы в Индию.""}]"
Сахелем,'Сахелем',1,"[{""sentence_id"": 1699, ""text"": ""На севере регион ограничен Сахелем, а на юге и западе — Атлантическим океаном.""}]"
сткам ,'сткам ',1,"[{""sentence_id"": 1700, ""text"": ""Для женщин: всем туристкам рекомендуется говорить, что они замужем, независимо от их настоящего семейного положения.""}]"
ужем,'ужем',1,"[{""sentence_id"": 1700, ""text"": ""Для женщин: всем туристкам рекомендуется говорить, что они замужем, независимо от их настоящего семейного положения.""}]"
кольцо ,'кольцо ',1,"[{""sentence_id"": 1701, ""text"": ""Также полезно носить кольцо (только не слишком дорогое на вид).""}]"
(тольк,'(тольк',1,"[{""sentence_id"": 1701, ""text"": ""Также полезно носить кольцо (только не слишком дорогое на вид).""}]"
вид).,'вид).',1,"[{""sentence_id"": 1701, ""text"": ""Также полезно носить кольцо (только не слишком дорогое на вид).""}]"
"авать, ","'авать, '",1,"[{""sentence_id"": 1702, ""text"": ""Женщинам следует осознавать, что из-за культурных различий им может показаться, что их домогаются, женщин часто преследуют, берут за руку и так далее.""}]"
"огаются, ","'огаются, '",1,"[{""sentence_id"": 1702, ""text"": ""Женщинам следует осознавать, что из-за культурных различий им может показаться, что их домогаются, женщин часто преследуют, берут за руку и так далее.""}]"
"ледуют, ","'ледуют, '",1,"[{""sentence_id"": 1702, ""text"": ""Женщинам следует осознавать, что из-за культурных различий им может показаться, что их домогаются, женщин часто преследуют, берут за руку и так далее.""}]"
руку ,'руку ',1,"[{""sentence_id"": 1702, ""text"": ""Женщинам следует осознавать, что из-за культурных различий им может показаться, что их домогаются, женщин часто преследуют, берут за руку и так далее.""}]"
азывай,'азывай',1,"[{""sentence_id"": 1703, ""text"": ""Твердо отказывайте мужчинам и не бойтесь стоять на своем (такое недопустимо вне зависимости от культурных различий!).""}]"
бойтес,'бойтес',1,"[{""sentence_id"": 1703, ""text"": ""Твердо отказывайте мужчинам и не бойтесь стоять на своем (такое недопустимо вне зависимости от культурных различий!).""}]"
устим,'устим',1,"[{""sentence_id"": 1703, ""text"": ""Твердо отказывайте мужчинам и не бойтесь стоять на своем (такое недопустимо вне зависимости от культурных различий!).""}]"
ий!),'ий!)',1,"[{""sentence_id"": 1703, ""text"": ""Твердо отказывайте мужчинам и не бойтесь стоять на своем (такое недопустимо вне зависимости от культурных различий!).""}]"
рыбак,'рыбак',1,"[{""sentence_id"": 1704, ""text"": ""Современный город Касабланка основан рыбаками-берберами в X веке до н. э. Он использовался римлянами, финикийцами и меренидами как стратегический порт, называемый Анфа.""}]"
ами-,'ами-',1,"[{""sentence_id"": 1704, ""text"": ""Современный город Касабланка основан рыбаками-берберами в X веке до н. э. Он использовался римлянами, финикийцами и меренидами как стратегический порт, называемый Анфа.""}]"
X ,'X ',1,"[{""sentence_id"": 1704, ""text"": ""Современный город Касабланка основан рыбаками-берберами в X веке до н. э. Он использовался римлянами, финикийцами и меренидами как стратегический порт, называемый Анфа.""}]"
икийцам,'икийцам',1,"[{""sentence_id"": 1704, ""text"": ""Современный город Касабланка основан рыбаками-берберами в X веке до н. э. Он использовался римлянами, финикийцами и меренидами как стратегический порт, называемый Анфа.""}]"
и мер,'и мер',1,"[{""sentence_id"": 1704, ""text"": ""Современный город Касабланка основан рыбаками-берберами в X веке до н. э. Он использовался римлянами, финикийцами и меренидами как стратегический порт, называемый Анфа.""}]"
идам,'идам',1,"[{""sentence_id"": 1704, ""text"": ""Современный город Касабланка основан рыбаками-берберами в X веке до н. э. Он использовался римлянами, финикийцами и меренидами как стратегический порт, называемый Анфа.""}]"
тегическ,'тегическ',1,"[{""sentence_id"": 1704, ""text"": ""Современный город Касабланка основан рыбаками-берберами в X веке до н. э. Он использовался римлянами, финикийцами и меренидами как стратегический порт, называемый Анфа.""}]"
фа.,'фа.',1,"[{""sentence_id"": 1704, ""text"": ""Современный город Касабланка основан рыбаками-берберами в X веке до н. э. Он использовался римлянами, финикийцами и меренидами как стратегический порт, называемый Анфа.""}]"
тугаль,'тугаль',1,"[{""sentence_id"": 1705, ""text"": ""Португальцы уничтожили его и заново отстроили под названием Каза-Бранка, но покинули его после землетрясения 1755 года.""}]"
и зан,'и зан',1,"[{""sentence_id"": 1705, ""text"": ""Португальцы уничтожили его и заново отстроили под названием Каза-Бранка, но покинули его после землетрясения 1755 года.""}]"
отстроили ,'отстроили ',1,"[{""sentence_id"": 1705, ""text"": ""Португальцы уничтожили его и заново отстроили под названием Каза-Бранка, но покинули его после землетрясения 1755 года.""}]"
Каза-,'Каза-',1,"[{""sentence_id"": 1705, ""text"": ""Португальцы уничтожили его и заново отстроили под названием Каза-Бранка, но покинули его после землетрясения 1755 года.""}]"
Бран,'Бран',1,"[{""sentence_id"": 1705, ""text"": ""Португальцы уничтожили его и заново отстроили под названием Каза-Бранка, но покинули его после землетрясения 1755 года.""}]"
1755 ,'1755 ',1,"[{""sentence_id"": 1705, ""text"": ""Португальцы уничтожили его и заново отстроили под названием Каза-Бранка, но покинули его после землетрясения 1755 года.""}]"
строил ,'строил ',1,"[{""sentence_id"": 1706, ""text"": ""Султан Марокко перестроил город под названием Эд-Дар-эль-Бейда, а испанские торговцы, создавшие тут торговые базы, назвали его Касабланка.""}]"
Эд-,'Эд-',1,"[{""sentence_id"": 1706, ""text"": ""Султан Марокко перестроил город под названием Эд-Дар-эль-Бейда, а испанские торговцы, создавшие тут торговые базы, назвали его Касабланка.""}]"
Дар-,'Дар-',1,"[{""sentence_id"": 1706, ""text"": ""Султан Марокко перестроил город под названием Эд-Дар-эль-Бейда, а испанские торговцы, создавшие тут торговые базы, назвали его Касабланка.""}]"
эль-,'эль-',1,"[{""sentence_id"": 1706, ""text"": ""Султан Марокко перестроил город под названием Эд-Дар-эль-Бейда, а испанские торговцы, создавшие тут торговые базы, назвали его Касабланка.""}]"
"Бейда, ","'Бейда, '",1,"[{""sentence_id"": 1706, ""text"": ""Султан Марокко перестроил город под названием Эд-Дар-эль-Бейда, а испанские торговцы, создавшие тут торговые базы, назвали его Касабланка.""}]"
а испан,'а испан',1,"[{""sentence_id"": 1706, ""text"": ""Султан Марокко перестроил город под названием Эд-Дар-эль-Бейда, а испанские торговцы, создавшие тут торговые базы, назвали его Касабланка.""}]"
"цы, ","'цы, '",1,"[{""sentence_id"": 1706, ""text"": ""Султан Марокко перестроил город под названием Эд-Дар-эль-Бейда, а испанские торговцы, создавшие тут торговые базы, назвали его Касабланка.""}]"
создавшие ,'создавшие ',1,"[{""sentence_id"": 1706, ""text"": ""Султан Марокко перестроил город под названием Эд-Дар-эль-Бейда, а испанские торговцы, создавшие тут торговые базы, назвали его Касабланка.""}]"
"базы, ","'базы, '",1,"[{""sentence_id"": 1706, ""text"": ""Султан Марокко перестроил город под названием Эд-Дар-эль-Бейда, а испанские торговцы, создавшие тут торговые базы, назвали его Касабланка.""}]"
шопин,'шопин',1,"[{""sentence_id"": 1707, ""text"": ""Касабланка – одно из наименее интересных мест для шопинга во всем Марокко.""}]"
ко.,'ко.',1,"[{""sentence_id"": 1707, ""text"": ""Касабланка – одно из наименее интересных мест для шопинга во всем Марокко.""}]"
тажин,'тажин',1,"[{""sentence_id"": 1708, ""text"": ""Вокруг старой медины легко найти места, где продаются такие традиционные марокканские товары, как тажины, гончарные изделия, кожаные изделия, кальяны и целый ассортимент всяких безделушек, но всё это для туристов.""}]"
чарн,'чарн',1,"[{""sentence_id"": 1708, ""text"": ""Вокруг старой медины легко найти места, где продаются такие традиционные марокканские товары, как тажины, гончарные изделия, кожаные изделия, кальяны и целый ассортимент всяких безделушек, но всё это для туристов.""}]"
кальян,'кальян',1,"[{""sentence_id"": 1708, ""text"": ""Вокруг старой медины легко найти места, где продаются такие традиционные марокканские товары, как тажины, гончарные изделия, кожаные изделия, кальяны и целый ассортимент всяких безделушек, но всё это для туристов.""}]"
и целый ,'и целый ',1,"[{""sentence_id"": 1708, ""text"": ""Вокруг старой медины легко найти места, где продаются такие традиционные марокканские товары, как тажины, гончарные изделия, кожаные изделия, кальяны и целый ассортимент всяких безделушек, но всё это для туристов.""}]"
лушек,'лушек',1,"[{""sentence_id"": 1708, ""text"": ""Вокруг старой медины легко найти места, где продаются такие традиционные марокканские товары, как тажины, гончарные изделия, кожаные изделия, кальяны и целый ассортимент всяких безделушек, но всё это для туристов.""}]"
Дем,'Дем',1,"[{""sentence_id"": 1709, ""text"": ""Гома – это туристический город на самом востоке  Демократической Республики Конго, на границе с Руандой.""}]"
ратическ,'ратическ',1,"[{""sentence_id"": 1709, ""text"": ""Гома – это туристический город на самом востоке  Демократической Республики Конго, на границе с Руандой.""}]"
Руан,'Руан',1,"[{""sentence_id"": 1709, ""text"": ""Гома – это туристический город на самом востоке  Демократической Республики Конго, на границе с Руандой.""}]"
дой.,'дой.',1,"[{""sentence_id"": 1709, ""text"": ""Гома – это туристический город на самом востоке  Демократической Республики Конго, на границе с Руандой.""}]"
2002 ,'2002 ',1,"[{""sentence_id"": 1710, ""text"": ""В 2002 году город Гома был разрушен лавой вулкана Ньирагонго, которая похоронила под собой большую часть городских улиц, особенно центральную часть города.""}]"
лавой ,'лавой ',1,"[{""sentence_id"": 1710, ""text"": ""В 2002 году город Гома был разрушен лавой вулкана Ньирагонго, которая похоронила под собой большую часть городских улиц, особенно центральную часть города.""}]"
Ньирагон,'Ньирагон',1,"[{""sentence_id"": 1710, ""text"": ""В 2002 году город Гома был разрушен лавой вулкана Ньирагонго, которая похоронила под собой большую часть городских улиц, особенно центральную часть города.""}]"
"улиц, ","'улиц, '",1,"[{""sentence_id"": 1710, ""text"": ""В 2002 году город Гома был разрушен лавой вулкана Ньирагонго, которая похоронила под собой большую часть городских улиц, особенно центральную часть города.""}]"
"Гомы, ","'Гомы, '",1,"[{""sentence_id"": 1711, ""text"": ""Хоть Гома и является достаточно безопасным местом, следует заранее уточнять информацию насчёт любых поездок за пределы Гомы, чтобы понять, в каком состоянии находятся боевые действия, ведущиеся в провинции Северное Киву.""}]"
Кив,'Кив',1,"[{""sentence_id"": 1711, ""text"": ""Хоть Гома и является достаточно безопасным местом, следует заранее уточнять информацию насчёт любых поездок за пределы Гомы, чтобы понять, в каком состоянии находятся боевые действия, ведущиеся в провинции Северное Киву.""}]"
Ньираг,'Ньираг',1,"[{""sentence_id"": 1712, ""text"": ""Этот город также является отправной точкой для восхождения на вулкан Ньирагонго, а также здесь можно посмотреть на горных горилл в дикой природе по одной из самых дешёвых цен в Африке.""}]"
илл ,'илл ',1,"[{""sentence_id"": 1712, ""text"": ""Этот город также является отправной точкой для восхождения на вулкан Ньирагонго, а также здесь можно посмотреть на горных горилл в дикой природе по одной из самых дешёвых цен в Африке.""}]"
дешёвых ,'дешёвых ',1,"[{""sentence_id"": 1712, ""text"": ""Этот город также является отправной точкой для восхождения на вулкан Ньирагонго, а также здесь можно посмотреть на горных горилл в дикой природе по одной из самых дешёвых цен в Африке.""}]"
Африке.,'Африке.',1,"[{""sentence_id"": 1712, ""text"": ""Этот город также является отправной точкой для восхождения на вулкан Ньирагонго, а также здесь можно посмотреть на горных горилл в дикой природе по одной из самых дешёвых цен в Африке.""}]"
бода-,'бода-',1,"[{""sentence_id"": 1713, ""text"": ""Вы можете по Гома на бода-бода (мототакси). Обычная (местная) цена 500 конголезских франков за короткую поездку.""}]"
бода ,'бода ',1,"[{""sentence_id"": 1713, ""text"": ""Вы можете по Гома на бода-бода (мототакси). Обычная (местная) цена 500 конголезских франков за короткую поездку.""}]"
(мо,'(мо',1,"[{""sentence_id"": 1713, ""text"": ""Вы можете по Гома на бода-бода (мототакси). Обычная (местная) цена 500 конголезских франков за короткую поездку.""}]"
акси). ,'акси). ',1,"[{""sentence_id"": 1713, ""text"": ""Вы можете по Гома на бода-бода (мототакси). Обычная (местная) цена 500 конголезских франков за короткую поездку.""}]"
(местн,'(местн',1,"[{""sentence_id"": 1713, ""text"": ""Вы можете по Гома на бода-бода (мототакси). Обычная (местная) цена 500 конголезских франков за короткую поездку.""}]"
ая) ,'ая) ',1,"[{""sentence_id"": 1713, ""text"": ""Вы можете по Гома на бода-бода (мототакси). Обычная (местная) цена 500 конголезских франков за короткую поездку.""}]"
голез,'голез',1,"[{""sentence_id"": 1713, ""text"": ""Вы можете по Гома на бода-бода (мототакси). Обычная (местная) цена 500 конголезских франков за короткую поездку.""}]"
"""Тимбук","'""Тимбук'",1,"[{""sentence_id"": 1714, ""text"": ""В связи со своей относительной недоступностью, \""Тимбукту\"" стал метафорой экзотической дальней земли.""}]"
"ту""","'ту""'",1,"[{""sentence_id"": 1714, ""text"": ""В связи со своей относительной недоступностью, \""Тимбукту\"" стал метафорой экзотической дальней земли.""}]"
форой ,'форой ',1,"[{""sentence_id"": 1714, ""text"": ""В связи со своей относительной недоступностью, \""Тимбукту\"" стал метафорой экзотической дальней земли.""}]"
Томбук,'Томбук',1,"[{""sentence_id"": 1715, ""text"": ""Сегодня Томбукту — это обнищалый город, но его репутация привлекает сюда туристов, и в нем есть аэропорт.""}]"
ищалый ,'ищалый ',1,"[{""sentence_id"": 1715, ""text"": ""Сегодня Томбукту — это обнищалый город, но его репутация привлекает сюда туристов, и в нем есть аэропорт.""}]"
утаци,'утаци',1,"[{""sentence_id"": 1715, ""text"": ""Сегодня Томбукту — это обнищалый город, но его репутация привлекает сюда туристов, и в нем есть аэропорт.""}]"
